Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,Data Sync Error,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,Data Sync Error,
,Bug,Low,App Crash,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,UI Glitch,
,Bug,Low,App Crash,
,Bug,Low,App Crash,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Invoice Inquiry,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Payment Failed,
,Payment,Low,Refund Request,
,Payment,Low,Payment Failed,
