Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
1579,Bug,Low,UI Glitch
1586,Bug,Low,Data Sync Error
1609,Bug,Low,App Crash
1623,Bug,Low,UI Glitch
1624,Bug,Low,UI Glitch
1636,Bug,Low,Data Sync Error
1637,Bug,Low,UI Glitch
1639,Bug,Low,App Crash
1648,Bug,Low,UI Glitch
1650,Bug,Low,Data Sync Error
1688,Bug,Low,UI Glitch
1728,Bug,Low,UI Glitch
1742,Bug,Low,App Crash
1753,Bug,Low,App Crash
1765,Bug,Low,App Crash
1801,Bug,Low,UI Glitch
1805,Bug,Low,App Crash
1844,Bug,Low,App Crash
1855,Bug,Low,UI Glitch
1874,Bug,Low,Data Sync Error
1904,Bug,Low,App Crash
1907,Bug,Low,App Crash
1925,Bug,Low,UI Glitch
1942,Bug,Low,UI Glitch
1981,Bug,Low,UI Glitch
1986,Bug,Low,UI Glitch
1994,Bug,Low,App Crash
2010,Bug,Low,UI Glitch
2046,Bug,Low,App Crash
2079,Bug,Low,UI Glitch
2096,Bug,Low,UI Glitch
2103,Bug,Low,UI Glitch
2107,Bug,Low,UI Glitch
2116,Bug,Low,UI Glitch
2163,Bug,Low,App Crash
2179,Bug,Low,UI Glitch
2180,Bug,Low,App Crash
2206,Bug,Low,UI Glitch
2209,Bug,Low,UI Glitch
2212,Bug,Low,App Crash
2225,Bug,Low,UI Glitch
2259,Bug,Low,UI Glitch
2262,Bug,Low,UI Glitch
2287,Bug,Low,UI Glitch
2291,Bug,Low,UI Glitch
2297,Bug,Low,Data Sync Error
2302,Bug,Low,UI Glitch
2322,Bug,Low,UI Glitch
2349,Bug,Low,UI Glitch
2358,Bug,Low,UI Glitch
2360,Bug,Low,App Crash
2370,Bug,Low,Data Sync Error
2376,Bug,Low,UI Glitch
2387,Bug,Low,App Crash
2400,Bug,Low,App Crash
2406,Bug,Low,UI Glitch
2464,Bug,Low,UI Glitch
2465,Bug,Low,App Crash
2472,Bug,Low,UI Glitch
2505,Bug,Low,App Crash
2517,Bug,Low,UI Glitch
2549,Bug,Low,UI Glitch
2557,Bug,Low,UI Glitch
2576,Bug,Low,UI Glitch
2581,Bug,Low,UI Glitch
2582,Bug,Low,Data Sync Error
2590,Bug,Low,Data Sync Error
2640,Bug,Low,UI Glitch
2698,Bug,Low,App Crash
2714,Bug,Low,Data Sync Error
2743,Bug,Low,Data Sync Error
2748,Bug,Low,UI Glitch
2758,Bug,Low,UI Glitch
2781,Bug,Low,UI Glitch
2785,Bug,Low,Data Sync Error
2827,Bug,Low,UI Glitch
2862,Bug,Low,Data Sync Error
2868,Bug,Low,UI Glitch
2880,Bug,Low,UI Glitch
2891,Bug,Low,Data Sync Error
2954,Bug,Low,UI Glitch
2980,Bug,Low,UI Glitch
3000,Bug,Low,UI Glitch
3004,Bug,Low,Data Sync Error
3044,Bug,Low,UI Glitch
3053,Bug,Low,UI Glitch
3100,Bug,Low,App Crash
3107,Bug,Low,App Crash
3177,Bug,Low,App Crash
3194,Bug,Low,App Crash
3210,Bug,Low,UI Glitch
3255,Bug,Low,Data Sync Error
3277,Bug,Low,App Crash
3297,Bug,Low,Data Sync Error
3304,Bug,Low,Data Sync Error
3322,Bug,Low,Data Sync Error
3323,Bug,Low,UI Glitch
3324,Bug,Low,Data Sync Error
3328,Bug,Low,Data Sync Error
3342,Bug,Low,Data Sync Error
3349,Bug,Low,Data Sync Error
3353,Bug,Low,Data Sync Error
3358,Bug,Low,UI Glitch
3370,Bug,Low,Data Sync Error
3382,Bug,Low,Data Sync Error
3400,Bug,Low,UI Glitch
3436,Bug,Low,App Crash
3442,Bug,Low,App Crash
3443,Bug,Low,Data Sync Error
3447,Bug,Low,UI Glitch
3456,Bug,Low,UI Glitch
3477,Bug,Low,UI Glitch
3481,Bug,Low,App Crash
3516,Bug,Low,UI Glitch
3525,Bug,Low,App Crash
3540,Bug,Low,App Crash
3543,Bug,Low,UI Glitch
3575,Bug,Low,UI Glitch
3577,Bug,Low,App Crash
3587,Bug,Low,Data Sync Error
3588,Bug,Low,App Crash
3603,Bug,Low,UI Glitch
3616,Bug,Low,App Crash
3634,Bug,Low,UI Glitch
3637,Bug,Low,App Crash
3653,Bug,Low,App Crash
3658,Bug,Low,UI Glitch
3661,Bug,Low,App Crash
3667,Bug,Low,Data Sync Error
3669,Bug,Low,UI Glitch
3676,Bug,Low,App Crash
3690,Bug,Low,App Crash
3701,Bug,Low,Data Sync Error
3723,Bug,Low,UI Glitch
3757,Bug,Low,App Crash
3760,Bug,Low,UI Glitch
3762,Bug,Low,App Crash
3769,Bug,Low,UI Glitch
3790,Bug,Low,Data Sync Error
3823,Bug,Low,UI Glitch
3840,Bug,Low,App Crash
3842,Bug,Low,Data Sync Error
3848,Bug,Low,UI Glitch
3866,Bug,Low,Data Sync Error
3874,Bug,Low,App Crash
3888,Bug,Low,App Crash
3891,Bug,Low,App Crash
3897,Bug,Low,UI Glitch
3901,Bug,Low,App Crash
3905,Bug,Low,Data Sync Error
3933,Bug,Low,UI Glitch
3934,Bug,Low,App Crash
3936,Bug,Low,Data Sync Error
3938,Bug,Low,UI Glitch
3939,Bug,Low,UI Glitch
3968,Bug,Low,Data Sync Error
3994,Bug,Low,UI Glitch
4038,Bug,Low,UI Glitch
4044,Bug,Low,App Crash
4045,Bug,Low,Data Sync Error
4071,Bug,Low,Data Sync Error
4075,Bug,Low,App Crash
4120,Bug,Low,UI Glitch
4124,Bug,Low,UI Glitch
4126,Bug,Low,UI Glitch
4134,Bug,Low,App Crash
4141,Bug,Low,UI Glitch
4158,Bug,Low,App Crash
4180,Bug,Low,App Crash
4191,Bug,Low,UI Glitch
4220,Bug,Low,UI Glitch
4226,Bug,Low,UI Glitch
4241,Bug,Low,Data Sync Error
4247,Bug,Low,UI Glitch
4253,Bug,Low,App Crash
4269,Bug,Low,UI Glitch
4278,Bug,Low,UI Glitch
4279,Bug,Low,UI Glitch
4297,Bug,Low,App Crash
4310,Bug,Low,UI Glitch
4337,Bug,Low,App Crash
4375,Bug,Low,UI Glitch
4376,Bug,Low,UI Glitch
4387,Bug,Low,UI Glitch
4394,Bug,Low,UI Glitch
4396,Bug,Low,App Crash
4400,Bug,Low,UI Glitch
4415,Bug,Low,App Crash
4437,Bug,Low,UI Glitch
4452,Bug,Low,App Crash
4463,Bug,Low,Data Sync Error
4465,Bug,Low,App Crash
4467,Bug,Low,UI Glitch
4476,Bug,Low,UI Glitch
4481,Bug,Low,Data Sync Error
4529,Bug,Low,App Crash
4566,Bug,Low,UI Glitch
4583,Bug,Low,Data Sync Error
4591,Bug,Low,UI Glitch
4610,Bug,Low,UI Glitch
4620,Bug,Low,UI Glitch
4633,Bug,Low,UI Glitch
4646,Bug,Low,UI Glitch
4659,Bug,Low,UI Glitch
4661,Bug,Low,UI Glitch
4672,Bug,Low,App Crash
4678,Bug,Low,Data Sync Error
4691,Bug,Low,UI Glitch
4702,Bug,Low,UI Glitch
4720,Bug,Low,UI Glitch
4726,Bug,Low,Data Sync Error
4753,Bug,Low,UI Glitch
4765,Bug,Low,UI Glitch
4805,Bug,Low,App Crash
4811,Bug,Low,UI Glitch
4872,Bug,Low,UI Glitch
4891,Bug,Low,App Crash
4933,Bug,Low,UI Glitch
4935,Bug,Low,UI Glitch
4955,Bug,Low,UI Glitch
4960,Bug,Low,Data Sync Error
4994,Bug,Low,UI Glitch
5006,Bug,Low,App Crash
5017,Bug,Low,App Crash
5036,Bug,Low,App Crash
5050,Bug,Low,UI Glitch
5055,Bug,Low,App Crash
5061,Bug,Low,App Crash
5074,Bug,Low,UI Glitch
5106,Bug,Low,UI Glitch
5109,Bug,Low,App Crash
5116,Bug,Low,UI Glitch
5121,Bug,Low,UI Glitch
5132,Bug,Low,UI Glitch
5134,Bug,Low,UI Glitch
5150,Bug,Low,UI Glitch
5165,Bug,Low,UI Glitch
5176,Bug,Low,UI Glitch
5184,Bug,Low,Data Sync Error
5207,Bug,Low,UI Glitch
5208,Bug,Low,Data Sync Error
5213,Bug,Low,UI Glitch
5234,Bug,Low,App Crash
5249,Bug,Low,UI Glitch
5277,Bug,Low,App Crash
5286,Bug,Low,App Crash
5311,Bug,Low,UI Glitch
5315,Bug,Low,App Crash
5324,Bug,Low,Data Sync Error
5357,Bug,Low,Data Sync Error
5376,Bug,Low,UI Glitch
5423,Bug,Low,App Crash
5453,Bug,Low,UI Glitch
5475,Bug,Low,UI Glitch
5512,Bug,Low,UI Glitch
5521,Bug,Low,UI Glitch
5537,Bug,Low,UI Glitch
5558,Bug,Low,App Crash
5569,Bug,Low,Data Sync Error
5576,Bug,Low,App Crash
5577,Bug,Low,App Crash
5595,Bug,Low,UI Glitch
5603,Bug,Low,UI Glitch
5668,Bug,Low,UI Glitch
5670,Bug,Low,UI Glitch
5684,Bug,Low,UI Glitch
5690,Bug,Low,UI Glitch
5703,Bug,Low,App Crash
5706,Bug,Low,UI Glitch
5707,Bug,Low,UI Glitch
5711,Bug,Low,UI Glitch
5719,Bug,Low,UI Glitch
5745,Bug,Low,UI Glitch
5777,Bug,Low,UI Glitch
5784,Bug,Low,UI Glitch
5795,Bug,Low,App Crash
5798,Bug,Low,UI Glitch
5825,Bug,Low,UI Glitch
5837,Bug,Low,UI Glitch
5846,Bug,Low,UI Glitch
5877,Bug,Low,Data Sync Error
5887,Bug,Low,App Crash
5895,Bug,Low,UI Glitch
5907,Bug,Low,UI Glitch
5936,Bug,Low,UI Glitch
5941,Bug,Low,UI Glitch
5945,Bug,Low,App Crash
5993,Bug,Low,App Crash
24,Payment,Low,Refund Request
25,Payment,Low,Invoice Inquiry
29,Payment,Low,Payment Failed
41,Payment,Low,Payment Failed
47,Payment,Low,Payment Failed
48,Payment,Low,Invoice Inquiry
92,Payment,Low,Payment Failed
104,Payment,Low,Invoice Inquiry
119,Payment,Low,Payment Failed
166,Payment,Low,Refund Request
176,Payment,Low,Payment Failed
203,Payment,Low,Payment Failed
225,Payment,Low,Refund Request
230,Payment,Low,Payment Failed
234,Payment,Low,Payment Failed
241,Payment,Low,Refund Request
247,Payment,Low,Payment Failed
260,Payment,Low,Payment Failed
290,Payment,Low,Refund Request
308,Payment,Low,Invoice Inquiry
311,Payment,Low,Refund Request
312,Payment,Low,Payment Failed
313,Payment,Low,Payment Failed
322,Payment,Low,Invoice Inquiry
339,Payment,Low,Payment Failed
350,Payment,Low,Payment Failed
368,Payment,Low,Payment Failed
377,Payment,Low,Invoice Inquiry
392,Payment,Low,Payment Failed
394,Payment,Low,Refund Request
412,Payment,Low,Invoice Inquiry
427,Payment,Low,Payment Failed
448,Payment,Low,Payment Failed
472,Payment,Low,Invoice Inquiry
483,Payment,Low,Payment Failed
513,Payment,Low,Refund Request
544,Payment,Low,Payment Failed
551,Payment,Low,Refund Request
608,Payment,Low,Payment Failed
624,Payment,Low,Payment Failed
637,Payment,Low,Payment Failed
653,Payment,Low,Invoice Inquiry
731,Payment,Low,Payment Failed
738,Payment,Low,Payment Failed
739,Payment,Low,Payment Failed
751,Payment,Low,Payment Failed
755,Payment,Low,Refund Request
761,Payment,Low,Invoice Inquiry
787,Payment,Low,Payment Failed
813,Payment,Low,Invoice Inquiry
828,Payment,Low,Payment Failed
852,Payment,Low,Refund Request
868,Payment,Low,Refund Request
892,Payment,Low,Payment Failed
943,Payment,Low,Refund Request
990,Payment,Low,Payment Failed
1039,Payment,Low,Payment Failed
1057,Payment,Low,Payment Failed
1087,Payment,Low,Payment Failed
1092,Payment,Low,Payment Failed
1104,Payment,Low,Invoice Inquiry
1152,Payment,Low,Invoice Inquiry
1153,Payment,Low,Payment Failed
1229,Payment,Low,Payment Failed
1245,Payment,Low,Payment Failed
1250,Payment,Low,Invoice Inquiry
1270,Payment,Low,Payment Failed
1276,Payment,Low,Payment Failed
1277,Payment,Low,Payment Failed
1292,Payment,Low,Refund Request
1311,Payment,Low,Payment Failed
1315,Payment,Low,Payment Failed
1359,Payment,Low,Payment Failed
1361,Payment,Low,Payment Failed
1375,Payment,Low,Refund Request
1386,Payment,Low,Invoice Inquiry
1423,Payment,Low,Invoice Inquiry
1441,Payment,Low,Payment Failed
1442,Payment,Low,Refund Request
1448,Payment,Low,Payment Failed
1471,Payment,Low,Payment Failed
1510,Payment,Low,Invoice Inquiry
1513,Payment,Low,Payment Failed
1527,Payment,Low,Invoice Inquiry
1543,Payment,Low,Invoice Inquiry
1573,Payment,Low,Payment Failed
1574,Payment,Low,Payment Failed
1588,Payment,Low,Invoice Inquiry
1592,Payment,Low,Payment Failed
1593,Payment,Low,Refund Request
1596,Payment,Low,Payment Failed
1610,Payment,Low,Refund Request
1633,Payment,Low,Refund Request
1645,Payment,Low,Payment Failed
1661,Payment,Low,Payment Failed
1676,Payment,Low,Payment Failed
1683,Payment,Low,Payment Failed
1710,Payment,Low,Payment Failed
1712,Payment,Low,Payment Failed
1713,Payment,Low,Payment Failed
1737,Payment,Low,Refund Request
1763,Payment,Low,Payment Failed
1769,Payment,Low,Payment Failed
1780,Payment,Low,Refund Request
1786,Payment,Low,Payment Failed
1787,Payment,Low,Refund Request
1825,Payment,Low,Payment Failed
1842,Payment,Low,Payment Failed
1850,Payment,Low,Payment Failed
1879,Payment,Low,Refund Request
1895,Payment,Low,Payment Failed
1912,Payment,Low,Payment Failed
1921,Payment,Low,Payment Failed
1923,Payment,Low,Payment Failed
1936,Payment,Low,Payment Failed
1938,Payment,Low,Invoice Inquiry
1945,Payment,Low,Payment Failed
1950,Payment,Low,Payment Failed
1956,Payment,Low,Refund Request
1968,Payment,Low,Payment Failed
2004,Payment,Low,Payment Failed
2036,Payment,Low,Payment Failed
2053,Payment,Low,Payment Failed
2054,Payment,Low,Payment Failed
2082,Payment,Low,Payment Failed
2112,Payment,Low,Payment Failed
2114,Payment,Low,Refund Request
2149,Payment,Low,Refund Request
2192,Payment,Low,Payment Failed
2200,Payment,Low,Payment Failed
2207,Payment,Low,Payment Failed
2222,Payment,Low,Invoice Inquiry
2223,Payment,Low,Payment Failed
2230,Payment,Low,Payment Failed
2269,Payment,Low,Invoice Inquiry
2309,Payment,Low,Refund Request
2311,Payment,Low,Payment Failed
2375,Payment,Low,Refund Request
2383,Payment,Low,Payment Failed
2399,Payment,Low,Refund Request
2402,Payment,Low,Refund Request
2446,Payment,Low,Payment Failed
2451,Payment,Low,Refund Request
2459,Payment,Low,Payment Failed
2488,Payment,Low,Refund Request
2500,Payment,Low,Payment Failed
2511,Payment,Low,Refund Request
2512,Payment,Low,Invoice Inquiry
2522,Payment,Low,Payment Failed
2548,Payment,Low,Payment Failed
2551,Payment,Low,Invoice Inquiry
2553,Payment,Low,Payment Failed
2565,Payment,Low,Invoice Inquiry
2611,Payment,Low,Payment Failed
2620,Payment,Low,Refund Request
2643,Payment,Low,Refund Request
2662,Payment,Low,Refund Request
2688,Payment,Low,Payment Failed
2711,Payment,Low,Payment Failed
2719,Payment,Low,Refund Request
2749,Payment,Low,Payment Failed
2762,Payment,Low,Refund Request
2779,Payment,Low,Payment Failed
2804,Payment,Low,Invoice Inquiry
2809,Payment,Low,Payment Failed
2818,Payment,Low,Refund Request
2821,Payment,Low,Payment Failed
2824,Payment,Low,Refund Request
2830,Payment,Low,Payment Failed
2866,Payment,Low,Payment Failed
2871,Payment,Low,Payment Failed
2875,Payment,Low,Payment Failed
2882,Payment,Low,Invoice Inquiry
2895,Payment,Low,Invoice Inquiry
2898,Payment,Low,Refund Request
2926,Payment,Low,Invoice Inquiry
2938,Payment,Low,Invoice Inquiry
2962,Payment,Low,Payment Failed
2986,Payment,Low,Payment Failed
2988,Payment,Low,Refund Request
3032,Payment,Low,Refund Request
3038,Payment,Low,Invoice Inquiry
3039,Payment,Low,Refund Request
3041,Payment,Low,Payment Failed
3048,Payment,Low,Refund Request
3052,Payment,Low,Payment Failed
3056,Payment,Low,Refund Request
3060,Payment,Low,Refund Request
3113,Payment,Low,Payment Failed
3117,Payment,Low,Payment Failed
3132,Payment,Low,Refund Request
3147,Payment,Low,Invoice Inquiry
3153,Payment,Low,Refund Request
3193,Payment,Low,Payment Failed
3211,Payment,Low,Payment Failed
3219,Payment,Low,Payment Failed
3223,Payment,Low,Payment Failed
3280,Payment,Low,Refund Request
3291,Payment,Low,Payment Failed
3310,Payment,Low,Invoice Inquiry
3314,Payment,Low,Payment Failed
3344,Payment,Low,Refund Request
3345,Payment,Low,Payment Failed
3359,Payment,Low,Payment Failed
3363,Payment,Low,Payment Failed
3375,Payment,Low,Payment Failed
3391,Payment,Low,Invoice Inquiry
3395,Payment,Low,Invoice Inquiry
3427,Payment,Low,Payment Failed
3434,Payment,Low,Payment Failed
3457,Payment,Low,Payment Failed
3478,Payment,Low,Refund Request
3483,Payment,Low,Payment Failed
3496,Payment,Low,Refund Request
3498,Payment,Low,Payment Failed
3513,Payment,Low,Payment Failed
3550,Payment,Low,Refund Request
3559,Payment,Low,Refund Request
3582,Payment,Low,Payment Failed
3595,Payment,Low,Payment Failed
3610,Payment,Low,Payment Failed
3617,Payment,Low,Payment Failed
3638,Payment,Low,Payment Failed
3639,Payment,Low,Payment Failed
3655,Payment,Low,Payment Failed
3665,Payment,Low,Invoice Inquiry
3681,Payment,Low,Invoice Inquiry
3765,Payment,Low,Payment Failed
3787,Payment,Low,Invoice Inquiry
3788,Payment,Low,Payment Failed
3795,Payment,Low,Payment Failed
3841,Payment,Low,Refund Request
3843,Payment,Low,Payment Failed
3849,Payment,Low,Payment Failed
3864,Payment,Low,Refund Request
3881,Payment,Low,Refund Request
3898,Payment,Low,Payment Failed
3899,Payment,Low,Payment Failed
3922,Payment,Low,Payment Failed
3932,Payment,Low,Payment Failed
3949,Payment,Low,Refund Request
3958,Payment,Low,Payment Failed
3962,Payment,Low,Payment Failed
3983,Payment,Low,Payment Failed
3985,Payment,Low,Payment Failed
3997,Payment,Low,Payment Failed
4001,Payment,Low,Payment Failed
4040,Payment,Low,Refund Request
4066,Payment,Low,Payment Failed
4142,Payment,Low,Payment Failed
4152,Payment,Low,Payment Failed
4163,Payment,Low,Refund Request
4171,Payment,Low,Payment Failed
4196,Payment,Low,Invoice Inquiry
4216,Payment,Low,Payment Failed
4217,Payment,Low,Payment Failed
4221,Payment,Low,Invoice Inquiry
4258,Payment,Low,Payment Failed
4321,Payment,Low,Refund Request
4356,Payment,Low,Invoice Inquiry
4374,Payment,Low,Refund Request
4434,Payment,Low,Payment Failed
4485,Payment,Low,Payment Failed
4498,Payment,Low,Payment Failed
4513,Payment,Low,Payment Failed
4516,Payment,Low,Invoice Inquiry
4526,Payment,Low,Payment Failed
4533,Payment,Low,Invoice Inquiry
4545,Payment,Low,Refund Request
4553,Payment,Low,Invoice Inquiry
4597,Payment,Low,Payment Failed
4619,Payment,Low,Refund Request
4625,Payment,Low,Invoice Inquiry
4651,Payment,Low,Refund Request
4666,Payment,Low,Refund Request
4699,Payment,Low,Invoice Inquiry
4704,Payment,Low,Payment Failed
4724,Payment,Low,Payment Failed
4775,Payment,Low,Invoice Inquiry
4786,Payment,Low,Payment Failed
4801,Payment,Low,Payment Failed
4810,Payment,Low,Invoice Inquiry
4823,Payment,Low,Invoice Inquiry
4824,Payment,Low,Payment Failed
4853,Payment,Low,Refund Request
